ner_tuple
"(0, 21, 'ChurchBeyondJerusalem', 'bk.tle:ChurchBeyondJerusalem')"
"(0, 11, 'Christianity', 'bk.%25Christianity_Belief')"
"(44, 50, 'Judaism', 'bk.%25Judaism_Belief')"
"(53, 60, 'c. 33-70', 'date.33+c-70')"
"(45, 53, 'Jerusalem', 'bk.%25Jerusalem_Place')"
"(61, 69, 'Pentecost', 'bk.%25Pentecost')"
"(72, 79, 'c. 33–70', 'date.33+c-70')"
"(0, 15, 'Hellenistic Jews', 'bk.%23Hellenists')"
"(23, 33, 'persecution', 'bk.%25persecution')"
"(77, 81, 'c. 33', 'date.33+c')"
"(4, 20, 'church at Antioch', 'bk.%23Church.2')"
"(68, 75, 'missions', 'bk.%25mission')"
"(78, 85, 'c. 33–70', 'date.33+c-70')"
"(7, 16, 'synagogues', 'bk.%24synagogue')"
"(68, 75, 'c. 33–90', 'date.33+c-90')"
"(4, 9, 'gospel', 'bk.%25Gospel')"
"(25, 32, 'gentiles', 'bk.%23Gentiles')"
"(91, 99, 'Hellenism', 'bk.%25Hellenism')"
"(102, 110, 'c. 33–312', 'date.33+c-312')"
"(0, 42, 'Christianity spread across the Roman Empire', 'bk.tle%3achristianityspreadsquickly2')"
"(52, 73, 'periods of persecution', 'bk.tle%3apersecutionchristiansroman1')"
"(76, 81, '33–312', 'date.33-312')"
"(42, 53, 'circumcision', 'bk.%25circumcision')"
"(76, 85, 'Mosaic law', 'bible.2.20.22-2.31.18')"
"(88, 92, 'c. 49', 'date.49+c')"
"(57, 69, 'Jewish Revolt', 'bk.%25FirstJewishRevolt')"
"(72, 76, '66–73', 'date.66-73')"
"(0, 56, 'Jerusalem fell to the Romans and the temple was destroyed', 'bk.tle%3ajerusalemdestroyed')"
"(88, 105, 'sacrificial system', 'bk.%25sacrificialOfferings')"
"(108, 109, '70', 'date.70')"
"(71, 72, '70', 'date.70')"
"(65, 70, '70–312', 'date.70-312')"
"(34, 45, 'Roman Empire', 'bk.%25RomanEmpire')"
"(142, 159, 'late first century', 'date.1+100+l')"
"(0, 4, 'James', 'bk.%23James.4')"
"(10, 14, 'c. 62', 'date.62+c')"
"(69, 87, 'church at Jerusalem', 'bk.%23Church.1')"
"(104, 119, 'Epistle of James', 'bk.%25EpistleOfJames_Writing')"
"(145, 164, 'Council of Jerusalem', 'bk.*JerusalemCouncil')"
"(79, 87, 'Jerusalem', 'bk.%25Jerusalem_Place')"
"(0, 4, 'Peter', 'bk.%23Peter')"
"(10, 14, 'c. 64', 'date.64+c')"
"(49, 52, 'Jews', 'bk.%23Jews')"
"(97, 113, 'Epistles of Peter', 'bk.%25EpistlesofSaintPeter')"
"(131, 142, 'book of Acts', 'bk.%25BookOfActs_Writing')"
"(145, 165, 'preached at Pentecost', 'bk.*PetersSermon')"
"(324, 334, 'circumcised', 'bk.%25circumcision')"
"(0, 3, 'Paul', 'bk.%23Paul')"
"(6, 13, 'c. 10–67', 'date.10+c-67')"
"(39, 46, 'gentiles', 'bk.%23Gentiles')"
"(68, 77, 'missionary', 'bk.%25evangelist')"
"(97, 106, 'conversion', 'bk.*PaulConversion')"
"(151, 166, 'Pauline Epistles', 'bk.%25PaulsLetters_Writting')"
"(212, 226, ""Paul's missions"", 'bk.*paulsmissionsperiod')"
"(0, 20, 'John (Son of Zebedee)', 'bk.%23John')"
"(26, 28, '100', 'date.100')"
"(93, 112, 'Johannine literature', 'bk.%25JohannineLiterature_Writing')"
"(121, 133, 'New Testament', 'bk.%25NewTestament_Writing')"
"(186, 201, 'province of Asia', 'bk.%25AsiaMinor_Place')"
"(219, 235, 'church at Ephesus', 'bk.%23Church.11')"
"(0, 6, 'Stephen', 'bk.%23Stephen.1')"
"(12, 16, 'c. 36', 'date.36+c')"
"(20, 34, 'Hellenistic Jew', 'bk.%23Hellenists')"
"(47, 52, 'deacon', 'bk.%25deacon')"
"(76, 88, 'he was stoned', 'bk.*StephenStoned')"
"(123, 131, 'Sanhedrin', 'bk.%23Sanhedrin')"
"(184, 199, 'he was converted', 'bk.*PaulConversion')"
"(0, 3, 'Luke', 'bk.%23Luke.1')"
"(9, 13, 'c. 84', 'date.84+c')"
"(0, 12, 'Emperor Titus', 'bk.%25EmperorTitus_Person')"
"(15, 19, '41–81', 'date.41-81')"
"(40, 45, '79--81', 'date.79-81')"
"(86, 99, 'Herod’s Temple', 'bk.%24HerodianTemple')"
"(0, 7, 'Gentiles', 'bk.%23Gentiles')"
"(0, 10, 'God-Fearers', 'bk.%23GodFearer')"
"(77, 86, 'Mosaic law', 'bk.%25LawOfMoses_Writing')"
"(0, 22, 'Early Jewish Christians', 'bk.%23Jews.5')"
"(0, 9, 'Hellenists', 'bk.%23Hellenists')"
"(0, 8, 'Judaizers', 'bk.%23Judaizer')"
"(0, 11, 'Book of Acts', 'bk.%25BookOfActs_Writing')"
"(20, 27, 'c. 62–64', 'date.62+c-64')"
"(0, 9, 'Septuagint', 'bk.%25Septuagint_Writing')"
"(12, 52, 'c. third--second century !!smallcaps|bc!!', 'date.b300+100-b200+100')"
"(0, 15, 'Pauline Epistles', 'bk.%25PaulsLetters_Writting')"
"(18, 28, 'c. 50s--60s', 'date.50+10+c-60+10')"
"(0, 16, 'Gospel of Matthew', 'bk.%25GospelOfMatthew_Writing')"
"(19, 27, 'c. 70–110', 'date.70+c-110')"
"(96, 108, 'New Testament', 'bk.%25NewTestament_Writing')"
"(122, 137, 'Synoptic Gospels', 'bk.%25SynopticGospels_Writing')"
"(0, 13, 'Gospel of Mark', 'bk.%25GospelOfMark_Writing')"
"(16, 23, 'c. 65–75', 'date.65+c-75')"
"(0, 13, 'Gospel of Luke', 'bk.%25GospelOfLuke_Writing')"
"(16, 23, 'c. 70–85', 'date.70+c-85')"
"(0, 13, 'Gospel of John', 'bk.%25GospelOfJohn_Writing')"
"(16, 24, 'c. 90–100', 'date.90+c-100')"
"(0, 4, 'James', 'bk.%23James.4')"
"(10, 14, 'c. 62', 'date.62+c')"
"(69, 87, 'church at Jerusalem', 'bk.%23Church.1')"
"(104, 119, 'Epistle of James', 'bk.%25EpistleOfJames_Writing')"
"(145, 164, 'Council of Jerusalem', 'bk.*JerusalemCouncil')"
"(79, 87, 'Jerusalem', 'bk.%25Jerusalem_Place')"
"(0, 4, 'Peter', 'bk.%23Peter')"
"(10, 14, 'c. 64', 'date.64+c')"
"(49, 52, 'Jews', 'bk.%23Jews')"
"(97, 113, 'Epistles of Peter', 'bk.%25EpistlesofSaintPeter')"
"(131, 142, 'book of Acts', 'bk.%25BookOfActs_Writing')"
"(145, 165, 'preached at Pentecost', 'bk.*PetersSermon')"
"(324, 334, 'circumcised', 'bk.%25circumcision')"
"(0, 3, 'Paul', 'bk.%23Paul')"
"(6, 13, 'c. 10–67', 'date.10+c-67')"
"(39, 46, 'gentiles', 'bk.%23Gentiles')"
"(68, 77, 'missionary', 'bk.%25evangelist')"
"(97, 106, 'conversion', 'bk.*PaulConversion')"
"(151, 166, 'Pauline Epistles', 'bk.%25PaulsLetters_Writting')"
"(212, 226, ""Paul's missions"", 'bk.*paulsmissionsperiod')"
"(0, 20, 'John (Son of Zebedee)', 'bk.%23John')"
"(26, 28, '100', 'date.100')"
"(93, 112, 'Johannine literature', 'bk.%25JohannineLiterature_Writing')"
"(121, 133, 'New Testament', 'bk.%25NewTestament_Writing')"
"(186, 201, 'province of Asia', 'bk.%25AsiaMinor_Place')"
"(219, 235, 'church at Ephesus', 'bk.%23Church.11')"
"(0, 12, 'first century', 'date.1+100')"
"(15, 60, 'Christianity spreads quickly through Palestine', 'bk.tle%3achristianityspreadsquickly1')"
"(0, 12, 'first century', 'date.1+100')"
"(15, 59, 'Christianity extends around the Mediterranean', 'bk.tle%3achristianityextendsaround')"
"(0, 4, 'c. 33', 'date.33+c')"
"(7, 15, 'Pentecost', 'bk.*pentecostepisode')"
"(0, 4, 'c. 36', 'date.36+c')"
"(7, 19, 'Paul converts', 'bk.*PaulConversion')"
"(0, 4, 'c. 40', 'date.40+c')"
"(7, 50, 'Earliest evidence of Christianity in Antioch', 'bk.tle%3aearliestevidencechristianity2')"
"(0, 7, '40s--50s', 'date.40+10-50+10')"
"(10, 24, 'Paul’s missions', 'bk.*paulsmissionsperiod')"
"(0, 1, '44', 'date.44')"
"(4, 37, 'Persecution of Christians in Judea', 'bk.tle%3apersecutionchristiansjudea')"
"(0, 4, 'c. 49', 'date.49+c')"
"(7, 26, 'Council in Jerusalem', 'bk.*counciljerusalemseries')"
"(0, 7, '50s--60s', 'date.50+10-60+10')"
"(10, 30, 'Peter travels to Rome', 'bk.tle%3apetertravelsrome')"
"(0, 4, 'c. 60', 'date.60+c')"
"(7, 24, 'Paul lives in Rome', 'bk.*PaulLivesRome')"
"(0, 4, '66–67', 'date.66-67')"
"(7, 36, 'Many Christians flee Jerusalem', 'bk.tle%3amanychristiansfleejerusalem')"
"(0, 4, '66–73', 'date.66-73')"
"(7, 49, 'Jews rebel against Rome in The Great Revolt', 'bk.tle%3ajewsrebelagainstrome')"
"(0, 1, '70', 'date.70')"
"(4, 57, 'Titus of Rome destroys Jerusalem and the Second Temple', 'bk.tle%3ajerusalemdestroyed')"
"(0, 3, '100s', 'date.100+100')"
"(6, 52, 'Earliest evidence of Christianity in Alexandria', 'bk.tle%3aearliestevidencechristianity1')"
"(0, 6, '132–135', 'date.132-135')"
"(9, 57, 'Jews revolt against Rome in the Bar Cochba Revolt', 'bk.tle%3abarcochbarevoltspalestine')"
"(0, 2, '180', 'date.180')"
"(5, 53, 'Earliest evidence of Christianity in North Africa', 'bk.tle%3aearliestevidencechristianity')"
"(0, 3, '200s', 'date.200+100')"
"(6, 39, 'Edessa is a center of Christianity', 'bk.tle%3aedessacenterchristianity')"
"(0, 9, 'early 300s', 'date.300+100+e')"
"(12, 66, 'Christianity is a minority religion in the Roman Empire', 'bk.tle%3achristianityminorityreligion')"
"(0, 2, '303', 'date.303')"
"(5, 38, 'Armenia becomes a Christian nation', 'bk.tle%3aarmeniabecomeschristiannation')"
"(0, 5, 'c. 312', 'date.312+c')"
"(8, 43, 'Constantine converts to Christianity', 'bk.tle%3aconstantineconverts')"
"(0, 9, 'Alexandria', 'bk.%25Alexandria_Place')"
"(46, 57, 'Roman Empire', 'bk.%25RomanEmpire')"
"(95, 99, 'Egypt', 'bk.%25Egypt_Place')"
"(147, 155, 'John Mark', 'bk.%23Mark.1')"
"(0, 17, 'Antioch (of Syria)', 'bk.%25AntiochOfSyria_Place')"
"(210, 219, 'Hellenists', 'bk.%23Hellenists')"
"(267, 271, 'Peter', 'bk.%23Peter')"
"(0, 6, 'Armenia', 'bk.%40Armenia')"
"(0, 7, 'Carthage', 'bk.%25Carthage_Place')"
"(54, 59, 'Africa', 'bk.%25Africa_Place')"
"(0, 19, 'Edessa (Mesopotamia)', 'bk.%40Edessa')"
"(57, 69, 'third century', 'date.201+100')"
"(97, 105, 'Thaddaeus', 'bk.%23Thaddaeus.1')"
"(0, 6, 'Ephesus', 'bk.%25Ephesus_Place')"
"(42, 51, 'Asia Minor', 'bk.%25AsiaMinor_Place')"
"(104, 107, 'John', 'bk.%23John')"
"(0, 8, 'Jerusalem', 'bk.%25Jerusalem_Place')"
"(60, 64, 'James', 'bk.%23James.4')"
"(0, 3, 'Rome', 'bk.%25Rome_Place')"
"(0, 11, 'Christianity', 'bk.%25Christianity_Belief')"
"(30, 36, 'Judaism', 'bk.%25Judaism_Belief')"
"(0, 21, '""Followers of the Way""', 'bk.%25followersOfTheWay')"
"(4, 9, 'Gospel', 'bk.%25Gospel')"
"(66, 73, 'missions', 'bk.%25mission')"
"(0, 13, ""Herod's Temple"", 'bk.%24HerodianTemple')"
"(31, 37, 'Messiah', 'bk.%25Messiah_Person')"
"(0, 8, 'Pentecost', 'bk.%25Pentecost')"
"(0, 9, 'Synagogues', 'bk.%24synagogue')"
"(0, 11, 'Book of Acts', 'bk.%25BookOfActs_Writing')"
"(20, 27, 'c. 62–64', 'date.62+c-64')"
"(0, 9, 'Septuagint', 'bk.%25Septuagint_Writing')"
"(12, 52, 'c. third--second century !!smallcaps|bc!!', 'date.b300+100-b200+100')"
"(0, 15, 'Pauline Epistles', 'bk.%25PaulsLetters_Writting')"
"(18, 28, 'c. 50s--60s', 'date.50+10+c-60+10')"
"(0, 16, 'Gospel of Matthew', 'bk.%25GospelOfMatthew_Writing')"
"(19, 27, 'c. 70–110', 'date.70+c-110')"
"(96, 108, 'New Testament', 'bk.%25NewTestament_Writing')"
"(122, 137, 'Synoptic Gospels', 'bk.%25SynopticGospels_Writing')"
"(0, 13, 'Gospel of Mark', 'bk.%25GospelOfMark_Writing')"
"(16, 23, 'c. 65–75', 'date.65+c-75')"
"(0, 13, 'Gospel of Luke', 'bk.%25GospelOfLuke_Writing')"
"(16, 23, 'c. 70–85', 'date.70+c-85')"
"(0, 13, 'Gospel of John', 'bk.%25GospelOfJohn_Writing')"
"(16, 24, 'c. 90–100', 'date.90+c-100')"
"(0, 11, 'Book of Acts', 'bk.%25BookOfActs_Writing')"
"(20, 27, 'c. 62–64', 'date.62+c-64')"
"(0, 111, '“The Church Begins: From Jerusalem to Rome” (Gasque) in Introduction to the History of Christianity (ed. Dowley)', 'https://ref.ly/res/LLS:NTRDCTNHSTC3ED/2019-06-13T22:48:56Z/57078?len=23582')"
"(0, 130, '""The Church Pushed out on its Own: The Fall of Jerusalem"" in Turning Points: Decisive Moments in the History of Christianity (Noll)', 'https://ref.ly/res/LLS:TRNNGPNTSDCSVMM/2013-07-22T19:58:44Z/73947?len=58912')"
"(0, 93, '""Only \'Worthless\' People: Catholic Christianity"" in Church History in Plain Language (Shelley)', 'https://ref.ly/res/LLS:CHRCHHSTPLN5THD/2021-07-09T21:16:17Z/90664?len=26272')"
"(0, 121, '""The Twelve Disciples and Paul after the Death of Jesus"" in Chronological and Background Charts of Church History (Walton)', 'https://ref.ly/res/LLS:WS_9FE5F34B7D4849C49972A11A6EC570FC/2021-12-10T21:19:06Z/35247?len=2255')"
"(0, 96, '""Wineskins Old and New: The Gospel to the Gentiles"" in Church History in Plain Language (Shelley)', 'https://ref.ly/res/LLS:CHRCHHSTPLN5THD/2021-07-09T21:16:17Z/63083?len=26843')"
