ner_tuple
"(0, 10, 'Puritanism', 'bk.tle:Puritanism')"
"(0, 11, 'William Laud', 'bk.%25WilliamLaud_Person')"
"(14, 22, '1573–1645', 'date.1573-1645')"
"(26, 35, 'archbishop', 'bk.%25archbishop')"
"(40, 49, 'Canterbury', 'bk.%25Canterbury')"
"(79, 95, 'English Civil War', 'bk.tle%3aenglishcivilwar')"
"(0, 12, 'John Whitgift', 'bk.%25JohnWhitgift_Person')"
"(15, 23, '1532–1604', 'date.1532-1604')"
"(123, 136, 'predestination', 'bk.%25predestination')"
"(147, 163, 'supralapsarianism', 'bk.%25Supralapsarianism')"
"(184, 193, 'Puritanism', 'bk.%25Puritanism_Belief')"
"(0, 15, 'Caroline Divines', 'bk.%25CarolineDivines_People')"
"(18, 29, '17th century', 'date.1601+100')"
"(0, 9, 'John Smyth', 'bk.%25JohnSmith.1_Person')"
"(12, 31, '1570–August 28, 1612', 'date.1570-1612.8.28')"
"(43, 49, 'pastor ', 'bk.%25pastor')"
"(63, 72, 'Separatist', 'bk.%25separatists')"
"(0, 12, 'Margaret Fell', 'bk.%25MargaretFell_Person')"
"(15, 23, '1614–1702', 'date.1614-1702')"
"(35, 42, 'preacher', 'bk.%25Preacher')"
"(48, 57, 'missionary', 'bk.%25evangelist')"
"(71, 88, 'Society of Friends', 'bk.%25SocietyOfFriends')"
"(165, 172, 'Quakers ', 'bk.%25Quaker_Person')"
"(0, 9, 'George Fox', 'bio.GeorgeFox')"
"(12, 32, '1624–January 13, 1691', 'date.1624-1691.1.13')"
"(0, 9, 'Mary Tudor', 'bk.%25MaryTudor_Person')"
"(12, 46, 'February 18, 1516-November 17, 1558', 'date.1516.2.18-1558.11.17')"
"(50, 54, 'queen', 'bk.%23Queen')"
"(59, 65, 'England', 'bk.%40England')"
"(71, 77, 'Ireland', 'bk.%40Ireland')"
"(102, 118, 'Roman Catholicism', 'bk.%25RomanCatholicism_Belief')"
"(0, 10, 'Elizabeth I', 'bk.%25QueenElizabethIEngland_Person')"
"(13, 44, 'September 7, 1533–March 24, 1603', 'date.1533.9.7-1603.3.24')"
"(219, 235, 'Church of England', 'bk.%25ChurchOfEngland')"
"(0, 6, 'James I', 'bk.%25KingJamesIEngland_Person')"
"(9, 36, 'June 19, 1566–March 27, 1625', 'date.1566.6.19-1625.3.27')"
"(70, 77, 'Scotland', 'bk.%40Scotland')"
"(136, 172, 'convened the Hampton Court Conference', 'bk.tle%3ajamesiholdsconferencehampton')"
"(208, 223, 'King James Bible', 'bk.%25KingJamesVersion_Writing')"
"(0, 8, 'Charles I', 'bk.%25KingCharlesIGreatBritain_Person')"
"(11, 44, 'November 19, 1600–January 30, 1649', 'date.1600.11.19-1649.1.30')"
"(91, 101, 'Anglicanism', 'bk.%25Anglicanism_Belief]')"
"(0, 9, 'Charles II', 'bk.%25KingCharlesIIGreatBritain_Person')"
"(12, 40, 'May 29, 1630–February 6, 1685', 'date.1630.5.29-1685.2.6')"
"(52, 64, 'Great Britain', 'bk.%25GreatBritain_Place')"
"(102, 116, 'Presbyterianism', 'bk.%25Presbyterianism')"
"(260, 275, ""Cromwell's death"", 'bk.tle%3adeatholivercromwell')"
"(0, 14, 'Oliver Cromwell', 'bk.%25OliverCromwell_Person')"
