ner_tuple
"(0, 11, 'Trinitarian', 'bk.tle:Trinitarian')"
"(6, 19, 'church fathers', 'bk.%25ChurchFathers_People')"
"(31, 57, 'the doctrine of the Trinity', 'lsto.God')"
"(78, 86, '100s–300s', 'date.100+100-300+100')"
"(9, 17, '""Trinity""', 'bk.%25trinity')"
"(69, 74, 'Father', 'lsto.GodTheFather')"
"(77, 79, 'Son', 'lsto.GodTheSon')"
"(86, 96, 'Holy Spirit', 'bk.%25HolySpirit_Deity')"
"(99, 108, 'c. 180–184', 'date.180+c-184')"
"(10, 22, 'Christologies', 'bk.%25christology')"
"(45, 54, 'Antiochene', 'bk.%25Antiochenetheology')"
"(60, 70, 'Alexandrian', 'bk.%25SchoolofAlexandria')"
"(117, 129, ""Jesus' person"", 'lsto.JesusPerson')"
"(135, 142, 'divinity', 'lsto.JesusDivinity')"
"(145, 157, 'mid-100s–500s', 'date.100+100+m-500+100')"
"(0, 7, 'Arianism', 'bk.%25Arianism_Belief')"
"(19, 32, 'nontrinitarian', 'bk.%25Nontrinitarian_Denom')"
"(112, 120, '200s–300s', 'date.200+100-300+100')"
"(4, 26, 'First Council of Nicaea', 'bk.%25FirstCouncilofNicaea')"
"(36, 43, 'orthodox', 'bk.%25Orthodoxy')"
"(81, 83, '325', 'date.325')"
"(92, 94, '325', 'date.325')"
"(48, 55, 'catholic', 'bk.%25catholic.universal')"
"(77, 88, 'Roman Empire', 'bk.%25RomanEmpire')"
"(96, 107, 'Theodosius I', 'bk.%25TheodosiusI_Person')"
"(110, 112, '380', 'date.380')"
"(72, 90, 'ecumenical councils', 'bk.%25ecumenicalCouncil')"
"(93, 99, '325-381', 'date.325-381')"
"(82, 84, '381', 'date.381')"
"(51, 81, 'First Council of Constantinople', 'bk.tle%3afirstcouncilconstantinople')"
"(84, 86, '381', 'date.381')"
"(0, 20, 'Eusebius of Nicomedia', 'bio.EusebiusNicomedia')"
"(26, 28, '341', 'date.341')"
"(32, 41, 'archbishop', 'bk.%25archbishop')"
"(46, 59, 'Constantinople', 'bk.%40Constantinople')"
"(75, 79, 'Arius', 'bio.Arius')"
"(97, 104, 'Arianism', 'bk.%25Arianism_Belief')"
"(124, 144, 'Constantine the Great', 'bio.ConstantineI')"
"(166, 188, 'First Council of Nicaea', 'bk.%25FirstCouncilofNicaea')"
"(286, 291, 'Julian', 'bio.JulianEmperor')"
